Location,CowTagID,lat,lon,Season,Parameters,Maximum,Minimum,Range,MeanSeasonal,MeanAll,CVSeasonal,CVAll
Varari,V2,-17.53989003,-149.900519,Wet,Temperature,29.32,28.43,0.8900000000000006,28.815,28.27,0.013567205984080663,0.026374805696415635
Varari,V2,-17.53989003,-149.900519,Wet,TA,2360.453386,2335.686567,24.76681899999994,2346.84460025,2347.598096375,0.0046787944361478175,0.005280704487036378
Varari,V2,-17.53989003,-149.900519,Wet,pH,8.039916817974959,7.9252367683307154,0.11468004964424328,7.966006929877351,8.00054531143662,0.006598030655909956,0.006520558940866472
Varari,V2,-17.53989003,-149.900519,Wet,Phosphate_umolL,0.174559182,0.147550467,0.027008715000000016,0.16280667875,0.190153339375,0.07735912662328283,0.1878711158526272
Varari,V2,-17.53989003,-149.900519,Wet,Silicate_umolL,3.700915433,1.036264889,2.664650544,1.911820119,2.2096600595,0.6476671996753083,0.7666963858633621
Varari,V2,-17.53989003,-149.900519,Wet,NN_umolL,0.620575938,0.232831964,0.387743974,0.38461272925,0.548556364625,0.4305350108279636,0.4624911181739919
Varari,V2,-17.53989003,-149.900519,Wet,Ammonia_umolL,0.583375924,0.163935715,0.419440209,0.3074244705,0.61371223525,0.6113550733133759,1.2160301160405074
Varari,V3,-17.54012598,-149.90056,Dry,Salinity,36.52,36.35,0.1700000000000017,36.42666666666667,36.497142857142855,0.0023668589232023734,0.002797398682124562
Varari,V3,-17.54012598,-149.90056,Dry,Temperature,28.31,27.27,1.0399999999999991,27.78,28.384285714285713,0.018728883425959037,0.024259696294982244
Varari,V3,-17.54012598,-149.90056,Dry,TA,2380.835159,2345.266347,35.56881199999998,2359.3363830000003,2353.1881085714285,0.008015936426664526,0.006246104240484649
Varari,V3,-17.54012598,-149.90056,Dry,pH,8.069751700432176,8.029250889241016,0.040500811191160224,8.048706065299749,8.004229408133398,0.0025217959439376623,0.007362509287323
Varari,V3,-17.54012598,-149.90056,Dry,Phosphate_umolL,0.24,0.19,0.04999999999999999,0.2125,0.18104038075,0.1043461544756868,0.22138592401451118
Varari,V3,-17.54012598,-149.90056,Dry,Silicate_umolL,3.38,1.2,2.1799999999999997,1.85,1.7134392475,0.5578839285379749,0.5536840871324313
Varari,V3,-17.54012598,-149.90056,Dry,NN_umolL,0.82,0.37,0.44999999999999996,0.5575,0.4179128175,0.34358868080523736,0.5089151038693658
Varari,V3,-17.54012598,-149.90056,Dry,Ammonia_umolL,0.46,0.28,0.18,0.36750000000000005,0.40490870075,0.20767806153025503,0.3356378365556495
Varari,V3,-17.54012598,-149.90056,Dry,M_C,2.637901428,1.389091122,1.2488103060000002,1.9357594675,1.9357594675,0.284787191969565,0.284787191969565
Varari,V3,-17.54012598,-149.90056,Dry,HIX,1.221763919,0.867233513,0.3545304060000001,1.058390719,1.058390719,0.1542838515261543,0.1542838515261543
Varari,V3,-17.54012598,-149.90056,Dry,VisibleHumidic_Like,0.013014693,0.007175831,0.005838862000000001,0.0100723325,0.0100723325,0.2406846549748536,0.2406846549748536
Varari,V3,-17.54012598,-149.90056,Dry,Tryptophan_Like,0.069997599,0.0214734,0.04852419899999999,0.0424722195,0.0424722195,0.5482982167887741,0.5482982167887741
Varari,V3,-17.54012598,-149.90056,Dry,Tyrosine_Like,0.162614428,0.048753233,0.113861195,0.08979289,0.08979289,0.5868450334292649,0.5868450334292649
Varari,V3,-17.54012598,-149.90056,Wet,Salinity,36.63,36.43,0.20000000000000284,36.55,36.497142857142855,0.0023215544115564074,0.002797398682124562
Varari,V3,-17.54012598,-149.90056,Wet,Temperature,29.31,28.48,0.8299999999999983,28.8375,28.384285714285713,0.012446363141633688,0.024259696294982244
Varari,V3,-17.54012598,-149.90056,Wet,TA,2361.344489,2338.368209,22.97627999999986,2348.57690275,2353.1881085714285,0.004807381981405193,0.006246104240484649
Varari,V3,-17.54012598,-149.90056,Wet,pH,8.046582442335957,7.917425625901645,0.1291568164343122,7.970871915258636,8.004229408133398,0.007107237606659988,0.007362509287323
Varari,V3,-17.54012598,-149.90056,Wet,Phosphate_umolL,0.165463464,0.112838235,0.05262522900000001,0.1495807615,0.18104038075,0.16610854382735682,0.22138592401451118
Varari,V3,-17.54012598,-149.90056,Wet,Silicate_umolL,3.033281857,0.940740334,2.092541523,1.5768784949999999,1.7134392475,0.6294416996541776,0.5536840871324313
Varari,V3,-17.54012598,-149.90056,Wet,NN_umolL,0.458430097,0.17487767,0.28355242699999994,0.278325635,0.4179128175,0.4670060536566277,0.5089151038693658
Varari,V3,-17.54012598,-149.90056,Wet,Ammonia_umolL,0.66846408,0.223401416,0.44506266400000005,0.4423174015,0.40490870075,0.41403772377965625,0.3356378365556495
Varari,V4,-17.54024902,-149.900454,Dry,Salinity,36.53,36.4,0.13000000000000256,36.47,36.52375,0.0015018441390325698,0.0020589919883103524
Varari,V4,-17.54024902,-149.900454,Dry,Temperature,28.4,27.1,1.2999999999999972,27.677500000000002,28.265,0.02042221800876508,0.027057428355954424
Varari,V4,-17.54024902,-149.900454,Dry,TA,2362.8142,2320.14392,42.67027999999982,2335.19372075,2342.70559225,0.008148307011627548,0.006942331285487424
Varari,V4,-17.54024902,-149.900454,Dry,pH,8.070973742992923,8.034426484034048,0.03654725895887445,8.048826178035714,8.01838901396116,0.001935568073880772,0.005635913912924132
Varari,V4,-17.54024902,-149.900454,Dry,Phosphate_umolL,0.24,0.21,0.03,0.22749999999999998,0.185036672875,0.06593406593406594,0.2565328123149091
Varari,V4,-17.54024902,-149.900454,Dry,Silicate_umolL,3.01,0.84,2.17,1.5625,1.270093439375,0.653205103062328,0.5855303632635409
Varari,V4,-17.54024902,-149.900454,Dry,NN_umolL,1.06,0.4,0.66,0.6325000000000001,0.418684395875,0.48497019724535523,0.7284585033679988
Varari,V4,-17.54024902,-149.900454,Dry,Ammonia_umolL,1.07,0.3,0.77,0.5475,0.412108263375,0.6570901595232821,0.6968864733093554
Varari,V4,-17.54024902,-149.900454,Dry,M_C,2.008484641,1.224375862,0.7841087789999999,1.56502206475,1.56502206475,0.21493890844405802,0.21493890844405802
Varari,V4,-17.54024902,-149.900454,Dry,HIX,1.349167743,0.754337072,0.594830671,0.9951864770000001,0.9951864770000001,0.25316014344756826,0.25316014344756826
Varari,V4,-17.54024902,-149.900454,Dry,VisibleHumidic_Like,0.01489088,0.006625581,0.008265299,0.009743554500000001,0.009743554500000001,0.38325594902272814,0.38325594902272814
Varari,V4,-17.54024902,-149.900454,Dry,Tryptophan_Like,0.070038984,0.011803696,0.058235287999999996,0.0366079095,0.0366079095,0.7388104075174692,0.7388104075174692
Varari,V4,-17.54024902,-149.900454,Dry,Tyrosine_Like,0.162528997,0.016268222,0.146260775,0.07022998125,0.07022998125,0.9886234080455051,0.9886234080455051
Varari,V4,-17.54024902,-149.900454,Wet,Salinity,36.65,36.54,0.10999999999999943,36.5775,36.52375,0.001364680393855234,0.0020589919883103524
Varari,V4,-17.54024902,-149.900454,Wet,Temperature,29.33,28.49,0.8399999999999999,28.8525,28.265,0.012245241020313317,0.027057428355954424
Varari,V4,-17.54024902,-149.900454,Wet,TA,2362.423851,2338.301671,24.122179999999844,2350.21746375,2342.70559225,0.004352944862947348,0.006942331285487424
Varari,V4,-17.54024902,-149.900454,Wet,pH,8.05021091697143,7.948435472894355,0.1017754440770755,7.987951849886608,8.01838901396116,0.005670946602546283,0.005635913912924132
Varari,V4,-17.54024902,-149.900454,Wet,Phosphate_umolL,0.163003907,0.128152455,0.034851452000000005,0.14257334575,0.185036672875,0.10500535758902584,0.2565328123149091
Varari,V4,-17.54024902,-149.900454,Wet,Silicate_umolL,1.174706274,0.853522262,0.321184012,0.97768687875,1.270093439375,0.14741166446304024,0.5855303632635409
Varari,V4,-17.54024902,-149.900454,Wet,NN_umolL,0.252300281,0.184071041,0.06822924000000002,0.20486879175,0.418684395875,0.157875816257036,0.7284585033679988
Varari,V4,-17.54024902,-149.900454,Wet,Ammonia_umolL,0.408759185,0.132552707,0.27620647800000003,0.27671652675,0.412108263375,0.4298002019871006,0.6968864733093554
Varari,V5,-17.54025003,-149.900336,Dry,Salinity,36.5,36.23,0.2700000000000031,36.394999999999996,36.48,0.0032703340333117854,0.003385959636782172
Varari,V5,-17.54025003,-149.900336,Dry,Temperature,28.28,26.97,1.3100000000000023,27.5475,28.205,0.020735800191829985,0.02956287217872607
Varari,V5,-17.54025003,-149.900336,Dry,TA,2366.352432,2321.38849,44.963942000000316,2349.84187875,2343.904706625,0.008484361102369503,0.007482307218420386
Varari,V5,-17.54025003,-149.900336,Dry,pH,8.061337258650727,8.030467444184145,0.030869814466582213,8.046113766159912,8.01448883965581,0.001788221662177194,0.005805768661124361
Varari,V5,-17.54025003,-149.900336,Dry,Phosphate_umolL,0.25,0.19,0.06,0.21000000000000002,0.17793991250000002,0.1289529905497771,0.2313407952922386
Varari,V5,-17.54025003,-149.900336,Dry,Silicate_umolL,5.43,0.86,4.569999999999999,2.0575,1.693587049125,1.0935016410253575,0.9408887390605094
Varari,V5,-17.54025003,-149.900336,Dry,NN_umolL,1.05,0.47,0.5800000000000001,0.6174999999999999,0.42712633325,0.4669989739336228,0.6688366045313666
Varari,V5,-17.54025003,-149.900336,Dry,Ammonia_umolL,0.46,0.04,0.42000000000000004,0.2625,0.29266547375,0.6644862301909489,0.5256944647421006
Varari,V5,-17.54025003,-149.900336,Dry,M_C,2.371370349,1.258483424,1.1128869250000002,1.63059516175,1.63059516175,0.30865276832987193,0.30865276832987193
Varari,V5,-17.54025003,-149.900336,Dry,HIX,1.440397641,0.44089073,0.9995069109999999,0.7641666042499999,0.7641666042499999,0.5979645795596488,0.5979645795596488
Varari,V5,-17.54025003,-149.900336,Dry,VisibleHumidic_Like,0.011891254,0.006802997,0.0050882570000000005,0.009556761,0.009556761,0.26535032851623974,0.26535032851623974
Varari,V5,-17.54025003,-149.900336,Dry,Tryptophan_Like,0.120762872,0.021805307,0.098957565,0.0533149265,0.0533149265,0.852715792689815,0.852715792689815
Varari,V5,-17.54025003,-149.900336,Dry,Tyrosine_Like,0.265873203,0.028092611,0.237780592,0.08872443225,0.08872443225,1.3312078814902386,1.3312078814902386
Varari,V5,-17.54025003,-149.900336,Wet,Salinity,36.61,36.5,0.10999999999999943,36.565,36.48,0.0012730060662535974,0.003385959636782172
Varari,V5,-17.54025003,-149.900336,Wet,Temperature,29.37,28.47,0.9000000000000021,28.8625,28.205,0.013109145111101303,0.02956287217872607
Varari,V5,-17.54025003,-149.900336,Wet,TA,2352.301094,2321.775911,30.525182999999743,2337.9675345,2343.904706625,0.006432838483211966,0.007482307218420386
Varari,V5,-17.54025003,-149.900336,Wet,pH,8.047674164660059,7.94626126726384,0.1014128973962185,7.982863913151706,8.01448883965581,0.005845844443119876,0.005805768661124361
Varari,V5,-17.54025003,-149.900336,Wet,Phosphate_umolL,0.162771874,0.116086706,0.04668516800000001,0.14587982500000002,0.17793991250000002,0.1501308245871782,0.2313407952922386
Varari,V5,-17.54025003,-149.900336,Wet,Silicate_umolL,2.390567731,0.891247539,1.4993201919999999,1.32967409825,1.693587049125,0.5368785595130159,0.9408887390605094
Varari,V5,-17.54025003,-149.900336,Wet,NN_umolL,0.3723549,0.135219987,0.23713491299999997,0.2367526665,0.42712633325,0.4353488797988468,0.6688366045313666
Varari,V5,-17.54025003,-149.900336,Wet,Ammonia_umolL,0.470025058,0.147074099,0.322950959,0.3228309475,0.29266547375,0.4633979228256932,0.5256944647421006
Varari,V6,-17.54002498,-149.900106,Dry,Salinity,36.51,36.31,0.19999999999999574,36.4225,36.4525,0.002588939100796746,0.002686870096380529
Varari,V6,-17.54002498,-149.900106,Dry,Temperature,28.52,27.24,1.2800000000000011,27.744999999999997,28.25625,0.02154627961154416,0.025770112075652187
Varari,V6,-17.54002498,-149.900106,Dry,TA,2365.266839,2322.780484,42.486355,2339.25839525,2349.59705475,0.007859378250908692,0.011212345310778634
Varari,V6,-17.54002498,-149.900106,Dry,pH,8.059622827798533,8.019453650498878,0.040169177299654635,8.041795883950922,8.005361683368475,0.0025882454527324603,0.006708502639328028
Varari,V6,-17.54002498,-149.900106,Dry,Phosphate_umolL,0.25,0.18,0.07,0.2125,0.1885234655,0.13516617991854188,0.17804726106183755
Varari,V6,-17.54002498,-149.900106,Dry,Silicate_umolL,5,1.05,3.95,2.6625,2.79623498725,0.6279034552863895,0.542764581031486
Varari,V6,-17.54002498,-149.900106,Dry,NN_umolL,0.92,0.45,0.47000000000000003,0.6125,0.464802269375,0.344118186258906,0.527042405516669
Varari,V6,-17.54002498,-149.900106,Dry,Ammonia_umolL,0.43,0.12,0.31,0.33,0.28077359825,0.43068698192581506,0.41889076850093293
Varari,V6,-17.54002498,-149.900106,Dry,M_C,2.12866465,1.158443115,0.9702215350000001,1.6159341655000001,1.6159341655000001,0.2687622622700707,0.2687622622700707
Varari,V6,-17.54002498,-149.900106,Dry,HIX,1.195996653,0.606004684,0.589991969,0.9409876482499999,0.9409876482499999,0.2606866013465512,0.2606866013465512
Varari,V6,-17.54002498,-149.900106,Dry,VisibleHumidic_Like,0.013097303,0.009762299,0.003335003999999999,0.01101163175,0.01101163175,0.14363247562981962,0.14363247562981962
Varari,V6,-17.54002498,-149.900106,Dry,Tryptophan_Like,0.091840431,0.021956547,0.06988388400000001,0.049475936,0.049475936,0.6680136638323492,0.6680136638323492
Varari,V6,-17.54002498,-149.900106,Dry,Tyrosine_Like,0.221335883,0.016679308,0.204656575,0.09223187475,0.09223187475,1.0198658661331474,1.0198658661331474
Varari,V6,-17.54002498,-149.900106,Wet,Salinity,36.58,36.36,0.21999999999999886,36.4825,36.4525,0.002886780836104913,0.002686870096380529
Varari,V6,-17.54002498,-149.900106,Wet,Temperature,29.29,28.34,0.9499999999999993,28.7675,28.25625,0.014863314566645197,0.025770112075652187
Varari,V6,-17.54002498,-149.900106,Wet,TA,2405.71887,2335.810823,69.90804700000035,2359.93571425,2349.59705475,0.013375449635321937,0.011212345310778634
Varari,V6,-17.54002498,-149.900106,Wet,pH,8.030438955976145,7.91622854131028,0.11421041466586423,7.96892748278603,8.005361683368475,0.006588401885662157,0.006708502639328028
Varari,V6,-17.54002498,-149.900106,Wet,Phosphate_umolL,0.18040643,0.141610406,0.03879602400000001,0.164546931,0.1885234655,0.10003143753628747,0.17804726106183755
Varari,V6,-17.54002498,-149.900106,Wet,Silicate_umolL,4.688002503,1.491044837,3.196957666,2.9299699745,2.79623498725,0.5430889704612153,0.542764581031486
Varari,V6,-17.54002498,-149.900106,Wet,NN_umolL,0.534681004,0.134498939,0.400182065,0.31710453875,0.464802269375,0.6100869876454501,0.527042405516669
Varari,V6,-17.54002498,-149.900106,Wet,Ammonia_umolL,0.298948658,0.125652045,0.173296613,0.2315471965,0.28077359825,0.3236160279302652,0.41889076850093293
Varari,V7,-17.54004803,-149.899985,Dry,Salinity,36.48,36.26,0.21999999999999886,36.38666666666666,36.424285714285716,0.0031254529331681924,0.0029048627883984
Varari,V7,-17.54004803,-149.899985,Dry,Temperature,28.34,27.08,1.2600000000000016,27.726666666666667,28.43857142857143,0.022745649033483594,0.02874132386462104
Varari,V7,-17.54004803,-149.899985,Dry,TA,2371.959181,2337.447513,34.5116680000001,2351.1359703333333,2345.603075142857,0.007795691115192978,0.006117397026151407
Varari,V7,-17.54004803,-149.899985,Dry,pH,8.077050143338493,8.01812400991907,0.058926133419422655,8.047319839170477,8.001684770343509,0.003661679036150282,0.007317307410968212
Varari,V7,-17.54004803,-149.899985,Dry,Phosphate_umolL,0.25,0.21,0.04000000000000001,0.2275,0.196011863875,0.0750692363806564,0.1849708170989473
Varari,V7,-17.54004803,-149.899985,Dry,Silicate_umolL,4,1.01,2.99,2.58,2.92509483825,0.4779139448452654,0.5219340461646339
Varari,V7,-17.54004803,-149.899985,Dry,NN_umolL,0.92,0.54,0.38,0.715,0.5113091205,0.26401109808424744,0.5246893809225635
Varari,V7,-17.54004803,-149.899985,Dry,Ammonia_umolL,0.7,0.31,0.38999999999999996,0.4575,0.32946965525,0.37874805357734326,0.5443912997613045
Varari,V7,-17.54004803,-149.899985,Dry,M_C,1.811538995,1.367860544,0.44367845100000003,1.618084668,1.618084668,0.12321138355464485,0.12321138355464485
Varari,V7,-17.54004803,-149.899985,Dry,HIX,1.331952877,0.625425117,0.70652776,1.04163403325,1.04163403325,0.2933133576086544,0.2933133576086544
Varari,V7,-17.54004803,-149.899985,Dry,VisibleHumidic_Like,0.013945463,0.009552103,0.004393360000000001,0.01148148425,0.01148148425,0.17973143617377435,0.17973143617377435
Varari,V7,-17.54004803,-149.899985,Dry,Tryptophan_Like,0.102023191,0.021462661,0.08056052999999999,0.04989125425,0.04989125425,0.745945115736296,0.745945115736296
Varari,V7,-17.54004803,-149.899985,Dry,Tyrosine_Like,0.257089965,0.044869412,0.21222055299999998,0.11445625575,0.11445625575,0.8620907378227193,0.8620907378227193
Varari,V7,-17.54004803,-149.899985,Wet,Salinity,36.58,36.32,0.259999999999998,36.4525,36.424285714285716,0.002915088243475749,0.0029048627883984
Varari,V7,-17.54004803,-149.899985,Wet,Temperature,29.48,28.53,0.9499999999999993,28.9725,28.43857142857143,0.014809182776610202,0.02874132386462104
Varari,V7,-17.54004803,-149.899985,Wet,TA,2357.65494,2332.53922,25.115719999999783,2341.45340375,2345.603075142857,0.004948525247526369,0.006117397026151407
Varari,V7,-17.54004803,-149.899985,Wet,pH,8.024370259620593,7.913070487026856,0.11129977259373725,7.967458468723285,8.001684770343509,0.0064403571910543085,0.007317307410968212
Varari,V7,-17.54004803,-149.899985,Wet,Phosphate_umolL,0.17558013,0.148432195,0.027147935000000012,0.16452372775000002,0.196011863875,0.06971808622587501,0.1849708170989473
Varari,V7,-17.54004803,-149.899985,Wet,Silicate_umolL,5.850910131,1.628447911,4.22246222,3.2701896765,2.92509483825,0.5802573824666347,0.5219340461646339
Varari,V7,-17.54004803,-149.899985,Wet,NN_umolL,0.479520773,0.168388231,0.311132542,0.307618241,0.5113091205,0.47847849506012397,0.5246893809225635
Varari,V7,-17.54004803,-149.899985,Wet,Ammonia_umolL,0.239062917,0.162075537,0.07698738000000002,0.2014393105,0.32946965525,0.18086028490611109,0.5443912997613045
Varari,V8,-17.54014903,-149.899896,Dry,Salinity,36.56,36.04,0.5200000000000031,36.370000000000005,36.46875,0.006249739573359883,0.005257017779108563
Varari,V8,-17.54014903,-149.899896,Dry,Temperature,28.31,27.03,1.2799999999999976,27.56,28.265,0.02087119399640018,0.030958818995958762
Varari,V8,-17.54014903,-149.899896,Dry,TA,2363.226902,2321.38849,41.83841200000006,2341.44105025,2341.90313775,0.008173382744667473,0.006202013739927391
Varari,V8,-17.54014903,-149.899896,Dry,pH,8.055299748971068,7.966032784507494,0.08926696446357418,8.031658359153317,8.003253581322948,0.0054526970116401405,0.0064588606605930675
Varari,V8,-17.54014903,-149.899896,Dry,Phosphate_umolL,0.26,0.19,0.07,0.2125,0.18645836625,0.15548413805175698,0.1932096373139548
Varari,V8,-17.54014903,-149.899896,Dry,Silicate_umolL,8.28,0.77,7.51,2.9699999999999998,2.56918465475,1.1969716701299125,0.9633010204134427
Varari,V8,-17.54014903,-149.899896,Dry,NN_umolL,1.34,0.46,0.8800000000000001,0.7075,0.49092993325,0.5978174819254594,0.7467423392493923
Varari,V8,-17.54014903,-149.899896,Dry,Ammonia_umolL,0.54,0.2,0.34,0.355,0.287798073375,0.4348745981937807,0.4795869157758468
Varari,V8,-17.54014903,-149.899896,Dry,M_C,2.213546012,1.196935539,1.016610473,1.6445277435,1.6445277435,0.2817684313578112,0.2817684313578112
Varari,V8,-17.54014903,-149.899896,Dry,HIX,1.483817535,0.638370804,0.845446731,0.9474991945,0.9474991945,0.403793510659775,0.403793510659775
Varari,V8,-17.54014903,-149.899896,Dry,VisibleHumidic_Like,0.01406595,0.008004485,0.006061465,0.01122398825,0.01122398825,0.24240429350165685,0.24240429350165685
Varari,V8,-17.54014903,-149.899896,Dry,Tryptophan_Like,0.088466478,0.017713338,0.07075314,0.04924502075,0.04924502075,0.6063554436885529,0.6063554436885529
Varari,V8,-17.54014903,-149.899896,Dry,Tyrosine_Like,0.230293006,0.021027037,0.209265969,0.090640785,0.090640785,1.0631227159061778,1.0631227159061778
Varari,V8,-17.54014903,-149.899896,Wet,Salinity,36.68,36.46,0.21999999999999886,36.5675,36.46875,0.00245993551077023,0.005257017779108563
Varari,V8,-17.54014903,-149.899896,Wet,Temperature,29.43,28.61,0.8200000000000003,28.97,28.265,0.012464943103395097,0.030958818995958762
Varari,V8,-17.54014903,-149.899896,Wet,TA,2355.165876,2329.224197,25.941679000000022,2342.36522525,2341.90313775,0.004781311489711908,0.006202013739927391
Varari,V8,-17.54014903,-149.899896,Wet,pH,8.031922299916777,7.930211620385833,0.10171067953094415,7.974848803492579,8.003253581322948,0.005834951700019159,0.0064588606605930675
Varari,V8,-17.54014903,-149.899896,Wet,Phosphate_umolL,0.171403525,0.145415758,0.025987766999999995,0.1604167325,0.18645836625,0.07057746871670721,0.1932096373139548
Varari,V8,-17.54014903,-149.899896,Wet,Silicate_umolL,3.702299847,1.306225589,2.3960742579999996,2.1683693095,2.56918465475,0.5105272482574585,0.9633010204134427
Varari,V8,-17.54014903,-149.899896,Wet,NN_umolL,0.406694848,0.169830328,0.23686452,0.2743598665,0.49092993325,0.3575158058480793,0.7467423392493923
Varari,V8,-17.54014903,-149.899896,Wet,Ammonia_umolL,0.342932874,0.13123258,0.211700294,0.22059614675,0.287798073375,0.41978522351484704,0.4795869157758468
Varari,V9,-17.540245,-149.899765,Dry,Salinity,36.47,36.38,0.0899999999999963,36.425,36.49875,0.001153925437009229,0.002403903372922546
Varari,V9,-17.540245,-149.899765,Dry,Temperature,28.44,27.16,1.2800000000000011,27.6925,28.3875,0.02069664802431982,0.029952967557598277
Varari,V9,-17.540245,-149.899765,Dry,TA,2372.370084,2318.333575,54.036509000000024,2349.122264,2344.941331125,0.009681711393501767,0.007336041585446449
