Location,lat,lon,CowTagID,Season,Parameters,Maximum,Minimum,Range,MeanSeasonal,MeanAll,CVSeasonal,CVAll
Varari,-17.54024902,-149.900454,V4,Dry,Ammonia_umolL,1.07,0.3,0.77,0.5475,0.412108263375,0.6570901595232821,0.6968864733093554
Varari,-17.54024902,-149.900454,V4,Dry,M_C,2.008484641,1.224375862,0.7841087789999999,1.56502206475,1.56502206475,0.214938908444058,0.214938908444058
Varari,-17.54024902,-149.900454,V4,Dry,HIX,1.349167743,0.754337072,0.594830671,0.9951864770000001,0.9951864770000001,0.25316014344756826,0.25316014344756826
Varari,-17.54024902,-149.900454,V4,Dry,VisibleHumidic_Like,0.01489088,0.006625581,0.008265299,0.009743554500000001,0.009743554500000001,0.3832559490227282,0.3832559490227282
Varari,-17.54024902,-149.900454,V4,Dry,Tryptophan_Like,0.070038984,0.011803696,0.058235287999999996,0.0366079095,0.0366079095,0.7388104075174692,0.7388104075174692
Varari,-17.54024902,-149.900454,V4,Dry,Tyrosine_Like,0.162528997,0.016268222,0.146260775,0.07022998125,0.07022998125,0.9886234080455051,0.9886234080455051
Varari,-17.54024902,-149.900454,V4,Wet,Salinity,36.65,36.54,0.10999999999999943,36.5775,36.52375,0.0013646803938552343,0.0020589919883103524
Varari,-17.54024902,-149.900454,V4,Wet,Temperature,29.33,28.49,0.8399999999999999,28.8525,28.265,0.012245241020313317,0.027057428355954424
Varari,-17.54024902,-149.900454,V4,Wet,TA,2362.423851,2338.301671,24.122179999999844,2350.21746375,2342.70559225,0.004352944862947349,0.006942331285487424
Varari,-17.54024902,-149.900454,V4,Wet,pH,8.05021091697143,7.948435472894355,0.1017754440770755,7.987951849886608,8.01838901396116,0.005670946602546283,0.005635913912924132
Varari,-17.54024902,-149.900454,V4,Wet,Phosphate_umolL,0.163003907,0.128152455,0.034851452000000005,0.14257334575,0.185036672875,0.10500535758902584,0.2565328123149091
Varari,-17.54024902,-149.900454,V4,Wet,Silicate_umolL,1.174706274,0.853522262,0.321184012,0.97768687875,1.270093439375,0.14741166446304027,0.5855303632635409
Varari,-17.54024902,-149.900454,V4,Wet,NN_umolL,0.252300281,0.184071041,0.06822924000000002,0.20486879175,0.418684395875,0.157875816257036,0.7284585033679988
Varari,-17.54024902,-149.900454,V4,Wet,Ammonia_umolL,0.408759185,0.132552707,0.27620647800000003,0.27671652675,0.412108263375,0.4298002019871006,0.6968864733093554
Varari,-17.54025003,-149.900336,V5,Dry,Salinity,36.5,36.23,0.2700000000000031,36.394999999999996,36.48,0.0032703340333117854,0.003385959636782172
Varari,-17.54025003,-149.900336,V5,Dry,Temperature,28.28,26.97,1.3100000000000023,27.5475,28.205,0.020735800191829988,0.02956287217872607
Varari,-17.54025003,-149.900336,V5,Dry,TA,2366.352432,2321.38849,44.963942000000316,2349.84187875,2343.904706625,0.008484361102369503,0.007482307218420386
Varari,-17.54025003,-149.900336,V5,Dry,pH,8.061337258650727,8.030467444184145,0.030869814466582213,8.046113766159912,8.01448883965581,0.0017882216621771937,0.005805768661124361
Varari,-17.54025003,-149.900336,V5,Dry,Phosphate_umolL,0.25,0.19,0.06,0.21000000000000002,0.17793991250000002,0.12895299054977713,0.2313407952922386
Varari,-17.54025003,-149.900336,V5,Dry,Silicate_umolL,5.43,0.86,4.569999999999999,2.0575,1.693587049125,1.0935016410253577,0.9408887390605094
Varari,-17.54025003,-149.900336,V5,Dry,NN_umolL,1.05,0.47,0.5800000000000001,0.6174999999999999,0.42712633325,0.4669989739336228,0.6688366045313666
Varari,-17.54025003,-149.900336,V5,Dry,Ammonia_umolL,0.46,0.04,0.42000000000000004,0.2625,0.29266547375,0.6644862301909489,0.5256944647421006
Varari,-17.54025003,-149.900336,V5,Dry,M_C,2.371370349,1.258483424,1.1128869250000002,1.63059516175,1.63059516175,0.30865276832987193,0.30865276832987193
Varari,-17.54025003,-149.900336,V5,Dry,HIX,1.440397641,0.44089073,0.9995069109999999,0.7641666042499999,0.7641666042499999,0.5979645795596489,0.5979645795596489
Varari,-17.54025003,-149.900336,V5,Dry,VisibleHumidic_Like,0.011891254,0.006802997,0.0050882570000000005,0.009556761,0.009556761,0.26535032851623974,0.26535032851623974
Varari,-17.54025003,-149.900336,V5,Dry,Tryptophan_Like,0.120762872,0.021805307,0.098957565,0.0533149265,0.0533149265,0.8527157926898151,0.8527157926898151
Varari,-17.54025003,-149.900336,V5,Dry,Tyrosine_Like,0.265873203,0.028092611,0.237780592,0.08872443225000001,0.08872443225000001,1.3312078814902384,1.3312078814902384
Varari,-17.54025003,-149.900336,V5,Wet,Salinity,36.61,36.5,0.10999999999999943,36.565,36.48,0.0012730060662535974,0.003385959636782172
Varari,-17.54025003,-149.900336,V5,Wet,Temperature,29.37,28.47,0.9000000000000021,28.8625,28.205,0.013109145111101303,0.02956287217872607
Varari,-17.54025003,-149.900336,V5,Wet,TA,2352.301094,2321.775911,30.525182999999743,2337.9675345,2343.904706625,0.006432838483211966,0.007482307218420386
Varari,-17.54025003,-149.900336,V5,Wet,pH,8.047674164660059,7.94626126726384,0.1014128973962185,7.982863913151706,8.01448883965581,0.005845844443119876,0.005805768661124361
Varari,-17.54025003,-149.900336,V5,Wet,Phosphate_umolL,0.162771874,0.116086706,0.04668516800000001,0.14587982500000002,0.17793991250000002,0.1501308245871782,0.2313407952922386
Varari,-17.54025003,-149.900336,V5,Wet,Silicate_umolL,2.390567731,0.891247539,1.4993201919999999,1.32967409825,1.693587049125,0.5368785595130159,0.9408887390605094
Varari,-17.54025003,-149.900336,V5,Wet,NN_umolL,0.3723549,0.135219987,0.23713491299999997,0.2367526665,0.42712633325,0.4353488797988468,0.6688366045313666
Varari,-17.54025003,-149.900336,V5,Wet,Ammonia_umolL,0.470025058,0.147074099,0.322950959,0.3228309475,0.29266547375,0.4633979228256932,0.5256944647421006
Varari,-17.54002498,-149.900106,V6,Dry,Salinity,36.51,36.31,0.19999999999999574,36.4225,36.4525,0.002588939100796746,0.002686870096380529
Varari,-17.54002498,-149.900106,V6,Dry,Temperature,28.52,27.24,1.2800000000000011,27.744999999999997,28.25625,0.02154627961154416,0.025770112075652187
Varari,-17.54002498,-149.900106,V6,Dry,TA,2365.266839,2322.780484,42.486355,2339.25839525,2349.59705475,0.007859378250908692,0.011212345310778634
Varari,-17.54002498,-149.900106,V6,Dry,pH,8.059622827798533,8.019453650498878,0.040169177299654635,8.041795883950922,8.005361683368475,0.0025882454527324603,0.006708502639328028
Varari,-17.54002498,-149.900106,V6,Dry,Phosphate_umolL,0.25,0.18,0.07,0.2125,0.1885234655,0.13516617991854188,0.17804726106183758
Varari,-17.54002498,-149.900106,V6,Dry,Silicate_umolL,5,1.05,3.95,2.6625,2.79623498725,0.6279034552863895,0.542764581031486
Varari,-17.54002498,-149.900106,V6,Dry,NN_umolL,0.92,0.45,0.47000000000000003,0.6125,0.464802269375,0.344118186258906,0.527042405516669
Varari,-17.54002498,-149.900106,V6,Dry,Ammonia_umolL,0.43,0.12,0.31,0.33,0.28077359825,0.43068698192581495,0.41889076850093293
Varari,-17.54002498,-149.900106,V6,Dry,M_C,2.12866465,1.158443115,0.9702215350000001,1.6159341655000001,1.6159341655000001,0.2687622622700707,0.2687622622700707
Varari,-17.54002498,-149.900106,V6,Dry,HIX,1.195996653,0.606004684,0.589991969,0.9409876482499999,0.9409876482499999,0.2606866013465512,0.2606866013465512
Varari,-17.54002498,-149.900106,V6,Dry,VisibleHumidic_Like,0.013097303,0.009762299,0.003335003999999999,0.01101163175,0.01101163175,0.14363247562981962,0.14363247562981962
Varari,-17.54002498,-149.900106,V6,Dry,Tryptophan_Like,0.091840431,0.021956547,0.06988388400000001,0.049475936,0.049475936,0.6680136638323492,0.6680136638323492
Varari,-17.54002498,-149.900106,V6,Dry,Tyrosine_Like,0.221335883,0.016679308,0.204656575,0.09223187475,0.09223187475,1.0198658661331474,1.0198658661331474
Varari,-17.54002498,-149.900106,V6,Wet,Salinity,36.58,36.36,0.21999999999999886,36.4825,36.4525,0.002886780836104913,0.002686870096380529
Varari,-17.54002498,-149.900106,V6,Wet,Temperature,29.29,28.34,0.9499999999999993,28.7675,28.25625,0.014863314566645197,0.025770112075652187
Varari,-17.54002498,-149.900106,V6,Wet,TA,2405.71887,2335.810823,69.90804700000035,2359.93571425,2349.59705475,0.013375449635321937,0.011212345310778634
Varari,-17.54002498,-149.900106,V6,Wet,pH,8.030438955976145,7.91622854131028,0.11421041466586423,7.96892748278603,8.005361683368475,0.006588401885662157,0.006708502639328028
Varari,-17.54002498,-149.900106,V6,Wet,Phosphate_umolL,0.18040643,0.141610406,0.03879602400000001,0.164546931,0.1885234655,0.10003143753628749,0.17804726106183758
Varari,-17.54002498,-149.900106,V6,Wet,Silicate_umolL,4.688002503,1.491044837,3.196957666,2.9299699745,2.79623498725,0.5430889704612153,0.542764581031486
Varari,-17.54002498,-149.900106,V6,Wet,NN_umolL,0.534681004,0.134498939,0.400182065,0.31710453875,0.464802269375,0.6100869876454501,0.527042405516669
Varari,-17.54002498,-149.900106,V6,Wet,Ammonia_umolL,0.298948658,0.125652045,0.173296613,0.2315471965,0.28077359825,0.3236160279302652,0.41889076850093293
Varari,-17.54004803,-149.899985,V7,Dry,Salinity,36.48,36.26,0.21999999999999886,36.38666666666666,36.424285714285716,0.0031254529331681924,0.0029048627883984006
Varari,-17.54004803,-149.899985,V7,Dry,Temperature,28.34,27.08,1.2600000000000016,27.726666666666667,28.43857142857143,0.022745649033483594,0.02874132386462104
Varari,-17.54004803,-149.899985,V7,Dry,TA,2371.959181,2337.447513,34.5116680000001,2351.1359703333333,2345.603075142857,0.00779569111519298,0.006117397026151407
Varari,-17.54004803,-149.899985,V7,Dry,pH,8.077050143338493,8.01812400991907,0.058926133419422655,8.047319839170477,8.001684770343509,0.003661679036150282,0.007317307410968211
Varari,-17.54004803,-149.899985,V7,Dry,Phosphate_umolL,0.25,0.21,0.04000000000000001,0.2275,0.196011863875,0.0750692363806564,0.18497081709894736
Varari,-17.54004803,-149.899985,V7,Dry,Silicate_umolL,4,1.01,2.99,2.58,2.92509483825,0.4779139448452654,0.5219340461646339
Varari,-17.54004803,-149.899985,V7,Dry,NN_umolL,0.92,0.54,0.38,0.715,0.5113091205,0.26401109808424744,0.5246893809225635
Varari,-17.54004803,-149.899985,V7,Dry,Ammonia_umolL,0.7,0.31,0.38999999999999996,0.4575,0.32946965525,0.37874805357734326,0.5443912997613045
Varari,-17.54004803,-149.899985,V7,Dry,M_C,1.811538995,1.367860544,0.44367845100000003,1.618084668,1.618084668,0.12321138355464485,0.12321138355464485
Varari,-17.54004803,-149.899985,V7,Dry,HIX,1.331952877,0.625425117,0.70652776,1.04163403325,1.04163403325,0.2933133576086544,0.2933133576086544
Varari,-17.54004803,-149.899985,V7,Dry,VisibleHumidic_Like,0.013945463,0.009552103,0.004393360000000001,0.01148148425,0.01148148425,0.17973143617377435,0.17973143617377435
Varari,-17.54004803,-149.899985,V7,Dry,Tryptophan_Like,0.102023191,0.021462661,0.08056052999999999,0.04989125425,0.04989125425,0.7459451157362961,0.7459451157362961
Varari,-17.54004803,-149.899985,V7,Dry,Tyrosine_Like,0.257089965,0.044869412,0.21222055299999998,0.11445625574999999,0.11445625574999999,0.8620907378227194,0.8620907378227194
Varari,-17.54004803,-149.899985,V7,Wet,Salinity,36.58,36.32,0.259999999999998,36.4525,36.424285714285716,0.002915088243475749,0.0029048627883984006
Varari,-17.54004803,-149.899985,V7,Wet,Temperature,29.48,28.53,0.9499999999999993,28.9725,28.43857142857143,0.014809182776610202,0.02874132386462104
Varari,-17.54004803,-149.899985,V7,Wet,TA,2357.65494,2332.53922,25.115719999999783,2341.45340375,2345.603075142857,0.00494852524752637,0.006117397026151407
Varari,-17.54004803,-149.899985,V7,Wet,pH,8.024370259620593,7.913070487026856,0.11129977259373725,7.967458468723285,8.001684770343509,0.0064403571910543085,0.007317307410968211
Varari,-17.54004803,-149.899985,V7,Wet,Phosphate_umolL,0.17558013,0.148432195,0.027147935000000012,0.16452372775000002,0.196011863875,0.06971808622587501,0.18497081709894736
Varari,-17.54004803,-149.899985,V7,Wet,Silicate_umolL,5.850910131,1.628447911,4.22246222,3.2701896765,2.92509483825,0.5802573824666347,0.5219340461646339
Varari,-17.54004803,-149.899985,V7,Wet,NN_umolL,0.479520773,0.168388231,0.311132542,0.307618241,0.5113091205,0.4784784950601241,0.5246893809225635
Varari,-17.54004803,-149.899985,V7,Wet,Ammonia_umolL,0.239062917,0.162075537,0.07698738000000002,0.2014393105,0.32946965525,0.18086028490611109,0.5443912997613045
Varari,-17.54014903,-149.899896,V8,Dry,Salinity,36.56,36.04,0.5200000000000031,36.370000000000005,36.46875,0.006249739573359883,0.005257017779108564
Varari,-17.54014903,-149.899896,V8,Dry,Temperature,28.31,27.03,1.2799999999999976,27.56,28.265,0.020871193996400177,0.03095881899595876
Varari,-17.54014903,-149.899896,V8,Dry,TA,2363.226902,2321.38849,41.83841200000006,2341.44105025,2341.90313775,0.008173382744667473,0.006202013739927391
Varari,-17.54014903,-149.899896,V8,Dry,pH,8.055299748971068,7.966032784507494,0.08926696446357418,8.031658359153317,8.003253581322948,0.00545269701164014,0.0064588606605930675
Varari,-17.54014903,-149.899896,V8,Dry,Phosphate_umolL,0.26,0.19,0.07,0.2125,0.18645836625,0.15548413805175693,0.1932096373139548
Varari,-17.54014903,-149.899896,V8,Dry,Silicate_umolL,8.28,0.77,7.51,2.9699999999999998,2.56918465475,1.1969716701299125,0.9633010204134427
Varari,-17.54014903,-149.899896,V8,Dry,NN_umolL,1.34,0.46,0.8800000000000001,0.7075,0.49092993325,0.5978174819254594,0.7467423392493923
Varari,-17.54014903,-149.899896,V8,Dry,Ammonia_umolL,0.54,0.2,0.34,0.355,0.287798073375,0.4348745981937807,0.47958691577584667
Varari,-17.54014903,-149.899896,V8,Dry,M_C,2.213546012,1.196935539,1.016610473,1.6445277435,1.6445277435,0.2817684313578112,0.2817684313578112
Varari,-17.54014903,-149.899896,V8,Dry,HIX,1.483817535,0.638370804,0.845446731,0.9474991945,0.9474991945,0.403793510659775,0.403793510659775
Varari,-17.54014903,-149.899896,V8,Dry,VisibleHumidic_Like,0.01406595,0.008004485,0.006061465,0.01122398825,0.01122398825,0.24240429350165685,0.24240429350165685
Varari,-17.54014903,-149.899896,V8,Dry,Tryptophan_Like,0.088466478,0.017713338,0.07075314,0.04924502075,0.04924502075,0.6063554436885529,0.6063554436885529
Varari,-17.54014903,-149.899896,V8,Dry,Tyrosine_Like,0.230293006,0.021027037,0.209265969,0.090640785,0.090640785,1.0631227159061778,1.0631227159061778
Varari,-17.54014903,-149.899896,V8,Wet,Salinity,36.68,36.46,0.21999999999999886,36.5675,36.46875,0.00245993551077023,0.005257017779108564
Varari,-17.54014903,-149.899896,V8,Wet,Temperature,29.43,28.61,0.8200000000000003,28.97,28.265,0.012464943103395097,0.03095881899595876
Varari,-17.54014903,-149.899896,V8,Wet,TA,2355.165876,2329.224197,25.941679000000022,2342.36522525,2341.90313775,0.004781311489711908,0.006202013739927391
Varari,-17.54014903,-149.899896,V8,Wet,pH,8.031922299916777,7.930211620385833,0.10171067953094415,7.974848803492579,8.003253581322948,0.005834951700019159,0.0064588606605930675
Varari,-17.54014903,-149.899896,V8,Wet,Phosphate_umolL,0.171403525,0.145415758,0.025987766999999995,0.1604167325,0.18645836625,0.07057746871670721,0.1932096373139548
Varari,-17.54014903,-149.899896,V8,Wet,Silicate_umolL,3.702299847,1.306225589,2.3960742579999996,2.1683693095,2.56918465475,0.5105272482574585,0.9633010204134427
Varari,-17.54014903,-149.899896,V8,Wet,NN_umolL,0.406694848,0.169830328,0.23686452,0.2743598665,0.49092993325,0.3575158058480793,0.7467423392493923
Varari,-17.54014903,-149.899896,V8,Wet,Ammonia_umolL,0.342932874,0.13123258,0.211700294,0.22059614675,0.287798073375,0.41978522351484704,0.47958691577584667
Varari,-17.540245,-149.899765,V9,Dry,Salinity,36.47,36.38,0.0899999999999963,36.425,36.49875,0.001153925437009229,0.0024039033729225455
Varari,-17.540245,-149.899765,V9,Dry,Temperature,28.44,27.16,1.2800000000000011,27.6925,28.3875,0.02069664802431982,0.029952967557598277
Varari,-17.540245,-149.899765,V9,Dry,TA,2372.370084,2318.333575,54.036509000000024,2349.122264,2344.941331125,0.009681711393501767,0.007336041585446449
