"","Vial_No_Only","Placement_Code","T0_dry_weight.g","T1_dry_weight.g","Change","Change_Over_Area","Percent_Change","Change_per_day","Species"
"33",29,"PAC V12 B",23.0096483622394,23.9149470693689,0.905298707129482,0.0193940991795357,3.93443086516327,0.0644988666420209,"PAC"
"34",30,"PAC V12 C",23.8493493812777,26.6648004156891,2.81545103441142,0.0486963411541384,11.8051481799399,0.193527019343277,"PAC"
"35",54,"PAC V13 A",21.086656504416,24.1027751830688,3.0161186786528,0.0426740324390928,14.3034467224387,0.234482733154733,"PAC"
"36",53,"PAC V13 B",18.9146582534191,20.385922966937,1.47126471351792,0.0285722081375538,7.77843666962348,0.127515355239729,"PAC"
"37",52,"PAC V13 C",20.2819603915555,21.7069671996435,1.42500680808803,0.03033995077687,7.0259816140916,0.115180026460518,"PAC"
"38",46,"PAC V14 A",21.5283810949126,26.4244885930617,4.89610749814906,0.050585862534584,22.7425716618611,0.372829043637067,"PAC"
"39",47,"PAC V14 B",20.1004683118409,24.2033672643947,4.10289895255376,0.051308389304004,20.4119570196123,0.334622246223153,"PAC"
"40",48,"PAC V14 C",22.0367529889735,26.0369463989347,4.00019340996122,0.0472615769901268,18.1523721392294,0.297579871134908,"PAC"
"41",25,"PAC V15 A",21.7197463563871,24.191074901095,2.47132854470786,0.0323825478874063,11.3782569287745,0.186528802111057,"PAC"
"42",26,"PAC V15 B",24.8970534499105,30.1678406665943,5.27078721668381,0.0502877347040194,21.1703253450772,0.347054513853724,"PAC"
"43",27,"PAC V15 C",23.0955745500152,27.8993098387753,4.80373528876012,0.0435636137152788,20.7993755615703,0.340973369861808,"PAC"
"44",13,"PAC V16 A",17.5046731668971,18.3997238951031,0.89505072820597,0.0173459308986189,5.1132101677773,0.083823117504546,"PAC"
"45",14,"PAC V16 B",23.2744410813392,23.91106920645,0.636628125110715,0.00918919442804793,2.7353100462685,0.0448411482994836,"PAC"
"46",15,"PAC V16 C",23.3627062008493,24.7248902655523,1.36218406470305,0.0168074219134608,5.83059193995915,0.0955834744255599,"PAC"
"47",49,"PAC V17 A",18.3865354491149,19.9626725435848,1.57613709446996,0.0300246556888717,8.57223536664614,0.140528448633543,"PAC"
"48",50,"PAC V17 B",18.1171639904636,19.3915535834751,1.27438959301147,0.0279426791734011,7.0341560836027,0.115314034157421,"PAC"
"49",51,"PAC V17 C",16.6531596111457,17.4505096673881,0.797350056242358,0.0205483102696022,4.78798062866523,0.0784914857158234,"PAC"
"50",60,"PAC V18 A",18.1854585621505,19.4987026468435,1.31324408469301,0.0347145945146071,7.22139659115484,0.11838355067467,"PAC"
"51",59,"PAC V18 B",16.2051387206241,16.8147020513982,0.609563330774034,0.0323383320764004,3.76154342942,0.0616646463839345,"PAC"
"52",58,"PAC V18 C",16.019360529477,17.0632430431268,1.04388251364974,0.0321530198179067,6.51638067405318,0.106825912689396,"PAC"
"53",10,"PAC V19 A",19.7565084864976,21.4720972093384,1.71558872284078,0.0315604830360512,8.68366353302396,0.142355139885639,"PAC"
"54",11,"PAC V19 B",19.7480377144991,21.4825414485029,1.73450373400385,0.0348741824641417,8.78317005000641,0.1439863942624,"PAC"
"55",12,"PAC V19 C",22.8600976459151,25.0915388275617,2.23144118164652,0.034569093093877,9.76129330770926,0.160021201765726,"PAC"
"56",37,"PAC V20 A",20.7920333790813,24.964451741105,4.17241836202373,0.0658602961273188,20.0673896869634,0.328973601425629,"PAC"
"57",38,"PAC V20 B",21.3185067390349,23.365131804037,2.04662506500211,0.0317265680322716,9.60022711747755,0.157380772417665,"PAC"
"58",39,"PAC V20 C",19.9506117645883,23.0430593195872,3.09244755499885,0.0565261544600185,15.5005149290101,0.254106802114919,"PAC"
"59",1,"PRU V01 A",19.1295508110245,21.693412997034,2.56386218600945,0.0651031800197009,13.4026261846769,0.203070093707226,"PRU"
"60",3,"PRU V01 B",19.4046381941336,22.4910361521026,3.08639795796901,0.0785576465974877,15.9054651114396,0.240991895627873,"PRU"
"61",2,"PRU V01 C",19.6376371174785,23.4599977700587,3.82236065258013,0.0674049710016705,19.4644632127255,0.294916109283719,"PRU"
"62",6,"PRU V02 A",20.2256651647829,20.7976997319697,0.572034567186737,0.0410416021319348,2.82826083852494,0.0428524369473476,"PRU"
"63",5,"PRU V02 B",18.8235849014802,20.6922011779856,1.86861627650546,0.0590911276961067,9.92699470523555,0.150409010685387,"PRU"
"64",4,"PRU V02 C",19.1140920867132,20.3397636042433,1.22567151753006,0.0410328973015502,6.41239726150564,0.097157534265237,"PRU"
"65",9,"PRU V03 A",20.4511123913642,22.1134334053811,1.66232101401688,0.0526605889756255,8.12826697250375,0.123155560189451,"PRU"
"66",8,"PRU V03 B",18.6200656850262,18.9986870312629,0.378621346236738,0.101185872788986,2.03340499782026,0.0308091666336403,"PRU"
"67",7,"PRU V03 C",21.4196546869548,22.935011384563,1.51535669760828,0.0503538794465726,7.07460843676056,0.107191036920614,"PRU"
"68",15,"PRU V04 A",25.2976727432978,27.3076603070703,2.00998756377248,0.0481340530601588,7.94534574056812,0.120384026372244,"PRU"
"69",14,"PRU V04 B",25.1322664952271,27.383822933797,2.2515564385699,0.0510910598121397,8.95882764492208,0.13573981280185,"PRU"
"70",13,"PRU V04 C",21.2667776491535,22.620794968999,1.35401731984558,0.0444285919547076,6.36681937519329,0.0964669602302013,"PRU"
"71",18,"PRU V05 A",18.7938944701749,20.5433863989987,1.74949192882384,0.058706679633666,9.30883128880077,0.141042898315163,"PRU"
"72",17,"PRU V05 B",20.1994974536457,22.1054008780444,1.90590342439873,0.0641157042453988,9.43540020623009,0.142960609185304,"PRU"
"73",16,"PRU V05 C",17.4865991168189,19.6966814934728,2.21008237665392,0.0736213623459729,12.6387204389459,0.191495764226453,"PRU"
"74",24,"PRU V06 A",20.6627713110204,21.4837787562733,0.82100744525297,0.0790418258643468,3.97336559019598,0.0602025089423633,"PRU"
"75",23,"PRU V06 B",21.9905019967677,23.6304150203494,1.63991302358173,0.0518894463159933,7.45736965814955,0.112990449365902,"PRU"
"76",22,"PRU V06 C",18.4612245102167,21.5142127159392,3.05298820572245,0.0753912484009845,16.5373006759811,0.250565161757289,"PRU"
"77",27,"PRU V07 A",18.3204570255022,21.6390604923782,3.31860346687602,0.075994979172186,18.1141958536106,0.274457512933494,"PRU"
"78",26,"PRU V07 B",17.8944057352179,20.1639383875538,2.26953265233587,0.0648762652715265,12.6829171413567,0.192165411232677,"PRU"
"79",25,"PRU V07 C",18.4703585351552,21.029121582019,2.55876304686383,0.0501408354456977,13.853348011592,0.209899212296848,"PRU"
"80",36,"PRU V08 A",17.1702673853067,19.2088783775568,2.03861099225016,0.0679726867788457,11.8729134876181,0.179892628600274,"PRU"
"81",35,"PRU V08 B",17.8596223288251,19.3283722468479,1.4687499180228,0.0520191365981979,8.22385765488592,0.124603903861908,"PRU"
"82",34,"PRU V08 C",16.3690465224216,18.1700738496464,1.80102732722474,0.0671103606698542,11.0026404088825,0.166706672861857,"PRU"
"83",45,"PRU V09 A",18.8034564874828,18.9977933437032,0.194336856220396,0.0379820848112974,1.0335166640759,0.0156593433950894,"PRU"
"84",44,"PRU V09 B",19.324564103333,19.7814282718181,0.45686416848504,0.0503807989313273,2.36416286567749,0.0358206494799619,"PRU"
"85",43,"PRU V09 C",16.1919614659301,16.942349574653,0.75038810872292,0.0469745922975797,4.63432494143363,0.0702170445671763,"PRU"
"86",42,"PRU V10 A",21.5650360467869,22.7428503090209,1.17781426223397,0.0358766386827592,5.46168464397005,0.0827527976359098,"PRU"
"87",41,"PRU V10 B",17.8360622677606,18.2561255679931,0.420063300232542,0.0283736832023753,2.35513474850233,0.0356838598257928,"PRU"
"88",40,"PRU V10 C",19.9345877656396,22.459638000594,2.52505023495438,0.0732043330001577,12.6666789634181,0.191919378233607,"PRU"
"89",30,"PRU V11 A",18.615205382088,20.220592505154,1.60538712306606,0.0503221131026637,8.62406344767382,0.130667627995058,"PRU"
"90",29,"PRU V11 B",17.3101862940435,17.4225193315428,0.112333037499258,0.00787007459303843,0.648941817211479,0.0098324517759315,"PRU"
"91",28,"PRU V11 C",17.5642451873845,18.8155427787426,1.25129759135807,0.0596712420282287,7.12411821862298,0.107941185130651,"PRU"
"92",33,"PRU V12 A",19.3198724743967,20.6651536914553,1.34528121705857,0.0734764988289131,6.96319925942254,0.10550301908216,"PRU"
"93",32,"PRU V12 B",15.7918372392296,16.8845124581405,1.09267521891084,0.0824480090328036,6.91924063272671,0.104836979283738,"PRU"
"94",31,"PRU V12 C",19.5528428143174,20.2159985471422,0.663155732824801,0.0784944596664948,3.39160775301284,0.0513879962577702,"PRU"
"95",58,"PRU V13 A",17.2996799957789,16.5405457319591,-0.75913426381976,-0.0500171480258752,-4.38814049742532,-0.066486977233717,"PRU"
"96",59,"PRU V13 B",23.2936530503509,26.7666246191297,3.47297156877875,0.0703620640783983,14.9095187486122,0.225901799221397,"PRU"
"97",60,"PRU V13 C",20.7276649477439,24.1306859543818,3.40302100663794,0.0806565542025748,16.417773131789,0.248754138360439,"PRU"
"98",57,"PRU V14 A",20.3653177198299,24.1794066208395,3.81408890100963,0.0911545552557151,18.728354516639,0.283762947221803,"PRU"
"99",56,"PRU V14 B",21.7700809907633,26.62053521925,4.85045422848669,0.0730795620049389,22.2803683208375,0.337581338194508,"PRU"
"100",55,"PRU V14 C",21.2821396653912,21.7774403294391,0.495300664047942,0.101713638203029,2.327306708044,0.0352622228491515,"PRU"
"101",21,"PRU V15 A",23.3414410141168,25.9536293013247,2.61218828720799,0.0523591443546596,11.1912040290407,0.169563697409707,"PRU"
"102",20,"PRU V15 B",21.5102268719825,22.8566767517529,1.34644987977037,0.0443907015004178,6.25958009547612,0.0948421226587291,"PRU"
"103",19,"PRU V15 C",26.9335660308935,28.3487447587696,1.41517872787608,0.0581443938576081,5.25433106872233,0.0796110767988231,"PRU"
"104",12,"PRU V16 A",21.4536970764689,28.537306299418,7.08360922294915,0.0969878600065003,33.0181282867031,0.500274671010652,"PRU"
"105",11,"PRU V16 B",21.0205095690718,25.5781687231473,4.55765915407553,0.081503407806735,21.6819632231055,0.328514594289478,"PRU"
"106",10,"PRU V16 C",19.2240617572138,23.0242661542998,3.80020439708598,0.101165803886421,19.7679577036313,0.29951451066108,"PRU"
"107",51,"PRU V17 A",16.8823909587903,21.1603019198442,4.27791096105389,0.100581753672883,25.3394852156677,0.383931594176783,"PRU"
"108",50,"PRU V17 B",19.5356185172776,25.7532594473167,6.21764093003906,0.11381567258072,31.8272028323038,0.482230345943997,"PRU"
"109",49,"PRU V17 C",21.8744150107316,26.6384788559106,4.76406384517909,0.111292688962107,21.7791600042417,0.329987272791541,"PRU"
"110",39,"PRU V18 A",20.8162671399922,21.5458448601764,0.729577720184142,0.0366228872016841,3.50484414557919,0.0531036991754422,"PRU"
"111",38,"PRU V18 B",20.9369567100466,21.7636241866772,0.826667476630668,0.0484164598210546,3.94836502782657,0.0598237125428269,"PRU"
"112",37,"PRU V18 C",18.3968321137539,19.9113045057475,1.51447239199361,0.0572780747859782,8.23224554439109,0.124730993096835,"PRU"
"113",48,"PRU V19 A",17.6165191647613,20.1755823201851,2.55906315542382,0.0719828740520328,14.5264971558216,0.220098441754873,"PRU"
"114",47,"PRU V19 B",17.8331607448811,19.7662055095217,1.9330447646406,0.0598583364239483,10.839608257305,0.164236488747045,"PRU"
"115",46,"PRU V19 C",20.5265583821958,22.7821037846997,2.25554540250392,0.0505825204524622,10.9884246570059,0.166491282681908,"PRU"
"116",54,"PRU V20 A",16.8930820441662,17.7772862199549,0.884204175788732,0.0380783723355055,5.23411994020404,0.0793048475788491,"PRU"
"117",53,"PRU V20 B",18.3457633174682,19.4359985870399,1.09023526957166,0.0504871780780884,5.94270868268305,0.0900410406467129,"PRU"
"118",52,"PRU V20 C",20.2732806395837,22.2394094934869,1.96612885390324,0.0497720370846544,9.69812872843263,0.146941344370191,"PRU"
