Placement_Code,X,Vial_No_Only,T0_dry_weight.g,T1_dry_weight.g,Change,Change_Over_Area,Percent_Change,Species,Cage_Uncaged,Pin_Number,Genotype,CowTagID,Parameters,Maximum,Minimum,Range,MeanSeasonal,CVSeasonal,lat,lon
PAC V02 B,3,5,20.185448359273,21.7275157779699,1.54206741869685,0.0317791904182067,0.0763950045225739,PAC,B,2,PA21,V2,Phosphate_umolL,0.174559182,0.147550467,0.027008715000000016,0.16280667875,0.07735912662328281,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,Salinity,36.64,36.42,0.2199999999999989,36.5425,0.002511809502727744,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,pH,8.039916817974959,7.9252367683307154,0.11468004964424328,7.966006929877351,0.006598030655909957,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,Temperature,29.32,28.43,0.8900000000000006,28.815,0.013567205984080665,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,TA,2360.453386,2335.686567,24.76681899999994,2346.84460025,0.0046787944361478175,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,NN_umolL,0.620575938,0.232831964,0.387743974,0.38461272925,0.4305350108279637,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,Silicate_umolL,3.700915433,1.036264889,2.664650544,1.911820119,0.6476671996753083,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,Ammonia_umolL,0.583375924,0.163935715,0.419440209,0.3074244705,0.6113550733133759,-17.53989003,-149.900519
PAC V02 C,4,6,21.7795371346735,24.5203128422127,2.74077570753917,0.0332908979237602,0.12584177940016,PAC,A,2,PA21,V2,Phosphate_umolL,0.174559182,0.147550467,0.027008715000000016,0.16280667875,0.07735912662328281,-17.53989003,-149.900519
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,Salinity,36.63,36.43,0.20000000000000284,36.55,0.002321554411556408,-17.54012598,-149.90056
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,pH,8.046582442335957,7.917425625901645,0.1291568164343122,7.970871915258636,0.007107237606659988,-17.54012598,-149.90056
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,Temperature,29.31,28.48,0.8299999999999983,28.8375,0.012446363141633688,-17.54012598,-149.90056
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,TA,2361.344489,2338.368209,22.97627999999986,2348.57690275,0.004807381981405193,-17.54012598,-149.90056
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,NN_umolL,0.458430097,0.17487767,0.28355242699999994,0.278325635,0.4670060536566277,-17.54012598,-149.90056
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,Silicate_umolL,3.033281857,0.940740334,2.092541523,1.576878495,0.6294416996541775,-17.54012598,-149.90056
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,Ammonia_umolL,0.66846408,0.223401416,0.4450626640000001,0.4423174015,0.4140377237796562,-17.54012598,-149.90056
PAC V03 A,5,7,24.4446827618763,26.263250903493,1.81856814161677,0.0343078421867598,0.0743952441245419,PAC,C,3,PA11,V3,Phosphate_umolL,0.165463464,0.112838235,0.05262522900000001,0.1495807615,0.16610854382735682,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,Salinity,36.63,36.43,0.20000000000000284,36.55,0.002321554411556408,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,pH,8.046582442335957,7.917425625901645,0.1291568164343122,7.970871915258636,0.007107237606659988,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,Temperature,29.31,28.48,0.8299999999999983,28.8375,0.012446363141633688,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,TA,2361.344489,2338.368209,22.97627999999986,2348.57690275,0.004807381981405193,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,NN_umolL,0.458430097,0.17487767,0.28355242699999994,0.278325635,0.4670060536566277,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,Silicate_umolL,3.033281857,0.940740334,2.092541523,1.576878495,0.6294416996541775,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,Ammonia_umolL,0.66846408,0.223401416,0.4450626640000001,0.4423174015,0.4140377237796562,-17.54012598,-149.90056
PAC V03 B,6,8,23.9376984827321,27.1966789319503,3.25898044921816,0.0770638394437314,0.136144268488012,PAC,B,3,PA11,V3,Phosphate_umolL,0.165463464,0.112838235,0.05262522900000001,0.1495807615,0.16610854382735682,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,Salinity,36.63,36.43,0.20000000000000284,36.55,0.002321554411556408,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,pH,8.046582442335957,7.917425625901645,0.1291568164343122,7.970871915258636,0.007107237606659988,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,Temperature,29.31,28.48,0.8299999999999983,28.8375,0.012446363141633688,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,TA,2361.344489,2338.368209,22.97627999999986,2348.57690275,0.004807381981405193,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,NN_umolL,0.458430097,0.17487767,0.28355242699999994,0.278325635,0.4670060536566277,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,Silicate_umolL,3.033281857,0.940740334,2.092541523,1.576878495,0.6294416996541775,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,Ammonia_umolL,0.66846408,0.223401416,0.4450626640000001,0.4423174015,0.4140377237796562,-17.54012598,-149.90056
PAC V03 C,7,9,22.1025968204716,23.5097150416632,1.40711822119155,0.0196958640367719,0.0636630271375291,PAC,A,3,PA11,V3,Phosphate_umolL,0.165463464,0.112838235,0.05262522900000001,0.1495807615,0.16610854382735682,-17.54012598,-149.90056
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,Salinity,36.65,36.54,0.10999999999999945,36.5775,0.0013646803938552343,-17.54024902,-149.900454
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,pH,8.05021091697143,7.948435472894355,0.1017754440770755,7.987951849886608,0.005670946602546283,-17.54024902,-149.900454
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,Temperature,29.33,28.49,0.8399999999999999,28.8525,0.012245241020313316,-17.54024902,-149.900454
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,TA,2362.423851,2338.301671,24.122179999999844,2350.21746375,0.004352944862947349,-17.54024902,-149.900454
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,NN_umolL,0.252300281,0.184071041,0.06822924000000002,0.20486879175,0.157875816257036,-17.54024902,-149.900454
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,Silicate_umolL,1.174706274,0.853522262,0.321184012,0.97768687875,0.14741166446304027,-17.54024902,-149.900454
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,Ammonia_umolL,0.408759185,0.132552707,0.27620647800000003,0.27671652675,0.4298002019871006,-17.54024902,-149.900454
PAC V04 A,8,16,21.6511735452489,22.2654494906652,0.61427594541631,0.0151935602657706,0.0283714849974543,PAC,C,4,PA19,V4,Phosphate_umolL,0.163003907,0.128152455,0.034851452000000005,0.14257334575,0.10500535758902584,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,Salinity,36.65,36.54,0.10999999999999945,36.5775,0.0013646803938552343,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,pH,8.05021091697143,7.948435472894355,0.1017754440770755,7.987951849886608,0.005670946602546283,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,Temperature,29.33,28.49,0.8399999999999999,28.8525,0.012245241020313316,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,TA,2362.423851,2338.301671,24.122179999999844,2350.21746375,0.004352944862947349,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,NN_umolL,0.252300281,0.184071041,0.06822924000000002,0.20486879175,0.157875816257036,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,Silicate_umolL,1.174706274,0.853522262,0.321184012,0.97768687875,0.14741166446304027,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,Ammonia_umolL,0.408759185,0.132552707,0.27620647800000003,0.27671652675,0.4298002019871006,-17.54024902,-149.900454
PAC V04 B,9,17,23.6417323912402,25.1571952330747,1.51546284183447,0.0275833288467441,0.0641011756987818,PAC,B,4,PA19,V4,Phosphate_umolL,0.163003907,0.128152455,0.034851452000000005,0.14257334575,0.10500535758902584,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,Salinity,36.65,36.54,0.10999999999999945,36.5775,0.0013646803938552343,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,pH,8.05021091697143,7.948435472894355,0.1017754440770755,7.987951849886608,0.005670946602546283,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,Temperature,29.33,28.49,0.8399999999999999,28.8525,0.012245241020313316,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,TA,2362.423851,2338.301671,24.122179999999844,2350.21746375,0.004352944862947349,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,NN_umolL,0.252300281,0.184071041,0.06822924000000002,0.20486879175,0.157875816257036,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,Silicate_umolL,1.174706274,0.853522262,0.321184012,0.97768687875,0.14741166446304027,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,Ammonia_umolL,0.408759185,0.132552707,0.27620647800000003,0.27671652675,0.4298002019871006,-17.54024902,-149.900454
PAC V04 C,10,18,21.3988998662961,23.0445962734421,1.64569640714608,0.0334680383734477,0.076905654843411,PAC,A,4,PA19,V4,Phosphate_umolL,0.163003907,0.128152455,0.034851452000000005,0.14257334575,0.10500535758902584,-17.54024902,-149.900454
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,Salinity,36.61,36.5,0.10999999999999945,36.565,0.0012730060662535974,-17.54025003,-149.900336
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,pH,8.047674164660059,7.94626126726384,0.1014128973962185,7.982863913151706,0.005845844443119876,-17.54025003,-149.900336
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,Temperature,29.37,28.47,0.9000000000000021,28.8625,0.013109145111101304,-17.54025003,-149.900336
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,TA,2352.301094,2321.775911,30.525182999999743,2337.9675345,0.006432838483211966,-17.54025003,-149.900336
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,NN_umolL,0.3723549,0.135219987,0.237134913,0.2367526665,0.4353488797988468,-17.54025003,-149.900336
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,Silicate_umolL,2.390567731,0.891247539,1.499320192,1.32967409825,0.5368785595130159,-17.54025003,-149.900336
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,Ammonia_umolL,0.470025058,0.147074099,0.322950959,0.3228309475,0.4633979228256932,-17.54025003,-149.900336
PAC V05 A,11,22,25.0933759669812,26.6886513712338,1.59527540425264,0.024096185095822,0.0635735664404729,PAC,C,5,PA19,V5,Phosphate_umolL,0.162771874,0.116086706,0.04668516800000001,0.14587982500000002,0.1501308245871782,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,Salinity,36.61,36.5,0.10999999999999945,36.565,0.0012730060662535974,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,pH,8.047674164660059,7.94626126726384,0.1014128973962185,7.982863913151706,0.005845844443119876,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,Temperature,29.37,28.47,0.9000000000000021,28.8625,0.013109145111101304,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,TA,2352.301094,2321.775911,30.525182999999743,2337.9675345,0.006432838483211966,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,NN_umolL,0.3723549,0.135219987,0.237134913,0.2367526665,0.4353488797988468,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,Silicate_umolL,2.390567731,0.891247539,1.499320192,1.32967409825,0.5368785595130159,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,Ammonia_umolL,0.470025058,0.147074099,0.322950959,0.3228309475,0.4633979228256932,-17.54025003,-149.900336
PAC V05 B,12,23,24.9157363720687,26.6306681736204,1.71493180155167,0.024943192732758,0.0688292642024486,PAC,B,5,PA19,V5,Phosphate_umolL,0.162771874,0.116086706,0.04668516800000001,0.14587982500000002,0.1501308245871782,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,Salinity,36.61,36.5,0.10999999999999945,36.565,0.0012730060662535974,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,pH,8.047674164660059,7.94626126726384,0.1014128973962185,7.982863913151706,0.005845844443119876,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,Temperature,29.37,28.47,0.9000000000000021,28.8625,0.013109145111101304,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,TA,2352.301094,2321.775911,30.525182999999743,2337.9675345,0.006432838483211966,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,NN_umolL,0.3723549,0.135219987,0.237134913,0.2367526665,0.4353488797988468,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,Silicate_umolL,2.390567731,0.891247539,1.499320192,1.32967409825,0.5368785595130159,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,Ammonia_umolL,0.470025058,0.147074099,0.322950959,0.3228309475,0.4633979228256932,-17.54025003,-149.900336
PAC V05 C,13,24,23.946729464554,25.6110079761083,1.66427851155431,0.0248931525305146,0.0694991987953,PAC,A,5,PA19,V5,Phosphate_umolL,0.162771874,0.116086706,0.04668516800000001,0.14587982500000002,0.1501308245871782,-17.54025003,-149.900336
PAC V06 A,14,34,28.9725693481945,31.2950564602302,2.32248711203573,0.0275155202853684,0.0801615860893767,PAC,C,6,PA18,V6,Salinity,36.58,36.36,0.2199999999999989,36.4825,0.002886780836104913,-17.54002498,-149.900106
PAC V06 A,14,34,28.9725693481945,31.2950564602302,2.32248711203573,0.0275155202853684,0.0801615860893767,PAC,C,6,PA18,V6,pH,8.030438955976145,7.91622854131028,0.11421041466586423,7.96892748278603,0.006588401885662157,-17.54002498,-149.900106
PAC V06 A,14,34,28.9725693481945,31.2950564602302,2.32248711203573,0.0275155202853684,0.0801615860893767,PAC,C,6,PA18,V6,Temperature,29.29,28.34,0.9499999999999992,28.7675,0.014863314566645197,-17.54002498,-149.900106
PAC V06 A,14,34,28.9725693481945,31.2950564602302,2.32248711203573,0.0275155202853684,0.0801615860893767,PAC,C,6,PA18,V6,TA,2405.71887,2335.810823,69.90804700000035,2359.93571425,0.013375449635321937,-17.54002498,-149.900106
PAC V06 A,14,34,28.9725693481945,31.2950564602302,2.32248711203573,0.0275155202853684,0.0801615860893767,PAC,C,6,PA18,V6,NN_umolL,0.534681004,0.134498939,0.400182065,0.31710453875,0.6100869876454501,-17.54002498,-149.900106
PAC V06 A,14,34,28.9725693481945,31.2950564602302,2.32248711203573,0.0275155202853684,0.0801615860893767,PAC,C,6,PA18,V6,Silicate_umolL,4.688002503,1.491044837,3.196957666,2.9299699745,0.5430889704612153,-17.54002498,-149.900106
PAC V06 A,14,34,28.9725693481945,31.2950564602302,2.32248711203573,0.0275155202853684,0.0801615860893767,PAC,C,6,PA18,V6,Ammonia_umolL,0.298948658,0.125652045,0.173296613,0.2315471965,0.3236160279302652,-17.54002498,-149.900106
